4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
17,0.003883
Processes,Time
1,0.003226
2,0.004903
3,0.005184
4,0.004966
5,0.003483
6,0.004478
7,0.003647
8,0.004315
9,0.003393
10,0.003868
11,0.004257
12,0.004118
13,0.004283
14,0.004424
15,0.004011
16,0.004067
